Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
ugly_girl3828,2271126488,2025/02/12,63,4005,n,Snowflake,Atomizer,Swamp Monster,Ascend,"Laser Finger Pointers | Alpaca Plushie | Item of Sentiment | Squid Launcher | Monster Friend | Snowball Cannon | Bauble Detector | Frost Potion | Magical Umbrella | Pest Hammer | Stop Hitting Yourself | Clown Bomb | Bug Net | Crab Horde | Big Flower | Double Cheezburger | Dragon Plushie | Protest Sign: Pro Fake Mustache | Shark Launcher | Ghost Bag | The Christmas Creep | Panda Friend | TOMATOES! | Hand Cannon | 8-Bit Staff | Dragonshead Cannon | Cursed Mummy Friend",376
pinia2008,912722615,2024/08/23,63,4005,y,,,,Shark Attack,"Dragonshead Cannon | Drone | Eggstaff | Torch | Bonk Bat | Stop Hitting Yourself | Teddy Bloxpin | Staff of the Woodlands",112
awilynn,1615375878,2024/08/13,63,4004,n,,Paw prints,,Comic Thwack,"Stop Hitting Yourself | Fake C4 | Panda Friend | Chameleon Potion | Protest Sign: Noobs | April Showers | Dance Potion | Monster Mash | Disguise Watch | Dragonshead Cannon",840
XxBruhxX91,1116102926,2025/01/11,63,4004,n,11th Seasoneer,Vivid Stars,Winter Fairy,Pedestrian,"Big Flower | Powerful Paintbrush | Snowball Cannon | Mega Mallet",380
5Qq12,1140487961,2024/12/15,63,4003,n,1st Seasoneer,American Flags,Gingerbread Man,Ascend,"Snowball Cannon | Bauble Detector",804
CooKieChan_S2,1422776245,2024/12/22,63,4003,n,.,Flurry Tree,,Spaghettificate,"April Showers | Halloween Sparkler | Teddy Bloxpin | Item of Sentiment | Big Flower | Rolling Pin | Bauble Detector | Flute | Protest Sign: Noobs | Torch | Bug Net | Flower Feet | Lightblox Jar",076
arihcin,542461624,2024/08/25,63,4003,n,.,,Threatening Goose,Explode,"Inflatable Saxophone | Bug Net | Magical Umbrella | Big Flower | Red Stratobloxxer | Chicken Gun | Pest Hammer | Saxophone",496
AitoGamerTH,1707802634,2024/08/01,63,4003,y,Eggy,White sparkles,Bunny Egg,Ascend,"Skull Gun | Chicken Gun | Mariachi Guitar | Spray Paint | Saxophone",764
maianilau,2890404677,2024/08/03,63,4002,y,Delicate,Love Aura,,Lovely Explosion,"Big Pink Daisy | Beach Staff | Lollipop Cat | Summer Fireworks | Pink Coconut Drink | Fluffy Bunny | Mega Mallet | Sakura Parasol | Boba Tea",840
cceIos,927624660,2024/05/13,63,4002,n,Alien,Zzzz,Cat,Gravestone,"Stop Hitting Yourself | Laser Finger Pointers | Pinata Bat | April Showers | Foam Finger | Clown Bomb | Throwing Barrel | EPIC Stamper | The Christmas Creep | Plunger Launcher | Moneybag | Basketball | Magical Umbrella | Disguise Watch | Slush Cannon | Fortune Telling Eight Ball | Staff of the Woodlands",724
myschanted,1650235679,2025/01/19,63,4002,y,Inspector,Musical Notes,Gingerbread Man,Ghost,"Noob Pop | Snowman Gun | Dragonshead Cannon | Big Stick | Staff of Neverending Frost | Metal Guitar | Selfie Stick | Silly Guitar",608
1ucey,380412706,2024/08/02,63,4001,n,Epic,Vampiric Epic faces,Blorb,Zero Gravity Ragdoll,"Baseball Bat | Otherworldly Sceptre | Beach Staff | Beach Ball | Touchdown Football",840
Mariangel_roblox01,2447121326,2024/11/12,63,4001,n,,Flurry Tree,Merry Snowflake,Ghost,"",862
Joemamathestinky,3786177050,2024/10/12,63,4001,y,Psycho,Ghost Ring,Pumpkin,Mined,"Steampunk Zapper | Carnagecopia | Stop Hitting Yourself | Pinata Bat | Chicken Gun | The Celebrator | Neon Laser Launcher | Ghost Potion",840
sammyxplays,1286146270,2025/02/18,63,4001,y,Radical,,,,"The Midas Glove | Monster Friend | Chocolate Milk | Breath of Fire | Ham Bone | Flashbang | Bauble Detector | Banana Peel | Alpaca Plushie | Megagavel | Staff of Neverending Frost | Crab Horde | Spell Book of Ice Cold Revenge | Bandit Dog | Rainbow Fireworks | Annoying Elf | Ice Cream | Starfish | Snowball Cannon | Big Flower | Winter Snowfall | Moneybag | Robo Companion | Spider Flinger | Inflatable Saxophone | Jack Frost",528
Lexayahh,486274504,2024/09/04,63,4001,n,Fairy,Light Sprite,Rainbow Phoenix,Vanish,"Wooden Sword | Bunch of Balloons | Flower Feet | Big Flower | Torch | Saxophone | Staff of the Woodlands",608
cybercuqiid,1338830057,2025/02/27,63,4001,y,Smitten,Halo,Pink Possum,Cupid's Arrow,"Alpaca Plushie | Bighead Potion | Berry Sweet Boba | Banjo | Teddy Bloxpin | R-80 | Super Slash Cat Claws",840
teenie100,105311314,2024/11/13,63,4000,n,,Cookies,Little Bunny,Firecracker,"Otherworldly Sceptre | Clown Gun | Lollipop Cat | Love Hurts Ray Gun | Pink Coconut Drink | Mega Mallet | Rat Plague Summoner",554
