Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
rhapsodicem,30431265,2024/08/30,100,9901,y,:-),Golden Rays,Threatening Goose,Pause,"Fire Extinguisher | Bobo the Picnic Bear | Otherworldly Sceptre | Staff of the Woodlands | Alpaca Plushie | Halloween Sparkler | Bunch of Balloons | Chocolate Milk",840
esilenajdied,2808384644,2025/02/09,99,9898,n,,,,,"TOMATOES! | Moneybag",840
Nebula_Brigade,1086329201,2024/10/27,99,9886,y,INSOMNIAC,Corrupted Aura,,Curse,"Hedgehog Friend | Otherworldly Sceptre | Starblox Latte | Skele-tar | Ghost Potion | Soul Lantern | Alpaca Plushie | Squid Launcher | Halloween Sparkler",036
vieqct,185842584,2025/02/25,99,9884,n,bearface,Glint in My Eye,Star Buddy,Water Drop,"Annoying Elf | Panda Friend | Frosted Santa | Super Slash Cat Claws | Flower Feet | Exploding Heart | Chocolate Milk | Saxophone | Epicsauce | Santa | Big Flower | April Showers | Jack Frost | Noob Hot Chocolate | Frosty the Snowfriend | Green Epicsauce | Jingle Bells | Disguise Watch | Alpaca Plushie | Item of Sentiment | Stop Hitting Yourself | Cake | RoVacuum | Bighead Potion | Ceramic Potion | Torch | Brighteyes's Sparkling Shillelagh | Snowman Gun | Tambourine | Ice Cream | Chimp Friend | Subspace Debonair Disguise | AFK Sign | Magical Umbrella | Bonk Bat | Party Horn | Pumpkin Gun | Helen The Hiphipapotamus | Cymbals | Pinata Bat | Double Cheezburger | Teddy Bloxpin | Staff of the Woodlands | Noob Pop",096
Visqls,2336387903,2025/02/19,99,9878,y,,,,Metal,"Laser Finger Pointers | Megagavel | Big Flower | Tiger Friend | Microphone | Marching Drum | Giant Ninja Star | Selfie Stick | Mega Mallet | Personal Fighter Jets",208
iiRxsinq,870270519,2024/07/07,99,9878,y,,Black sparkles,,Zero Gravity Ragdoll,"Staff of Neverending Frost | Metal Guitar | Staff of the Woodlands | Megagavel | Personal Fighter Jets | Science Project: Volcano",840
Treni_Treml,4785307508,2024/08/15,99,9874,n,,,Henry the Hedgehog,Flatten,"Otherworldly Sceptre | Megagavel | Ghost Potion | Chocolate Milk | Staff of the Woodlands | Vine Staff | Ham Bone | Staff of Neverending Frost | Goala Cola | Stop Hitting Yourself | The Celebrator | Spell Book of Ice Cold Revenge",643
shinplayz927,2416965977,2025/02/15,99,9868,n,,,,Explode,"Meteor Staff | Otherworldly Sceptre | Pest Hammer | Stop Hitting Yourself | Snowman Gun | Staff of Neverending Frost | Annoying Elf | Staff of the Woodlands",608
nannablomsten35,2560098796,2024/10/17,99,9864,n,Legend,,,,"Stop Hitting Yourself | Fake C4",208
marxisst,3010059366,2025/01/25,99,9863,y,Shady,Mystic Cloud,Kawaii Cat,Lightning,"Christmas Tree Topper | RC Tank | Brighteyes's Sparkling Shillelagh | Heart Balloon | Fire Breath Potion | Subspace Debonair Disguise | Ceramic Potion | 4th of July Fireworks | Super Slash Cat Claws",840
rosierads,298986927,2024/04/28,99,9857,y,Nametag,Black sparkles,Halrog,Comic Thwack,"Killer Whale Launcher",826
SpitFire66WasTaken,29420173,2025/02/09,99,9854,y,Sweetheart,,Dazzling Heart,Lovely Explosion,"Laser Finger Pointers | Panda Friend | Berry Sweet Boba | Stop Hitting Yourself | Vine Staff | Ultra-Flat Spray Paint | TOMATOES! | Double Cheezburger | Pink Coconut Drink | Staff of the Woodlands",124
MyLoc123,866401001,2024/12/22,99,9854,y,Flag,Flare,,Pedestrian,"Leafstorm Wand | Festive Penguin | Festive Teddy | 4-String Roblocaster | Kittypult | Love Hurts Ray Gun | Mega Mallet | Princess Mischief's Wand | Jingle Bell Launcher | Banana Peel | Disguise Watch | Staff of Double Disasters | ROBAR eXtreme Chocolate Crunch | Guitarmy | Microphone | Science Project: Volcano | Subspace Debonair Disguise | Snowball Cannon | Skull Gun | Simmering Star Wand | PE Whistle | Snowman Gun",392
AmiRockstar616,1220706929,2024/08/17,99,9853,y,,Funny Bone,,Ragdoll,"Otherworldly Sceptre | Mega Mallet",484
SraIluminat,819077723,2025/02/14,99,9851,n,Imbecile,Rainbow Sparkles,,Water Drop,"Mega Mallet | Annoying Elf",076
11linda_7w7,1524499562,2024/12/24,99,9849,y,Frosty,North Star,Snowman Egg,Zero Gravity,"Snowball Cannon | Bauble Detector | Otherworldly Sceptre",320
LuvDirk,2786607914,2024/08/16,99,9841,y,,,,,"Pest Hammer | Bighead Potion | Mega Mallet | Staff of the Woodlands",124
M1ckeyOverMoney,294351750,2024/12/17,99,9836,y,Baubillionaire,Bauble Master,Ice Dragon,Top of Tree,"Super Slash Cat Claws | Staff of the Woodlands | Snowball Cannon",826
gezeIIig,877062855,2024/11/27,99,9833,y,,,Cole,Curse,"Carnagecopia | Stop Hitting Yourself | Alpaca Plushie | Metal Guitar | Clown Gun",840
Plutouru,1201549781,2024/12/27,99,9831,y,,Fission,Gingerbread Man,The Claw,"RC Tank | Chicken Gun | Otherworldly Sceptre | Megagavel | Ham Bone | Big Flower | Fake C4 | April Showers | Skeleton Foam Finger | Snowball Cannon | Bauble Detector | Metal Guitar | AFK Sign | Magical Umbrella | Science Project: Volcano | Teddy Bloxpin | Winter Snowfall | Mega Mallet",608
sugarbunyn,180722808,2024/06/29,99,9830,y,Kawaii,Black flame,AristoCAT,Ascend,"Clown Bomb",840
disilIusiond,583295981,2024/07/07,99,9825,n,,,Octavius the Octopus,,"Alpaca Plushie | Ink Launcher | Sign: This Is NOT Epic | Megagavel | Bighead Potion | Epic Popper | Epicsauce | Staff of Neverending Frost | Tennis Racket | EPIC Stamper | Noob Pop | TOMATOES! | Squid Launcher | Pizza | AFK Sign | Pest Hammer | Party Horn | Earth Horn | Big Stick | Science Project: Volcano | Stop Hitting Yourself | Confetti Cannon | Double Cheezburger | Vine Staff | Speech Bubble | Teddy Bloxpin | Snowman Gun",804
