Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
jay12mojic,180718859,2024/09/13,33,1061,n,Myth,Pickaxes,Cat,,"Hot Chocolate | Pizza | Foam Finger | Item of Sentiment | Spray Paint | Fortune Telling Eight Ball | Face Off Potion | Marshmallow Chirp | Latke | Heart Balloon | BANG! | Starblox Latte | Roblox Snowglobe",840
PrincesslovelyIA,1586928114,2025/02/10,33,1061,n,,,,,"",826
ZheZher22,4433851054,2024/12/16,33,1061,n,9th Seasoneer,,Festive Cookie,Shatter,"Otherworldly Sceptre | Boxing Glove Launcher | The Fiery Sun | Snowball Cannon | Bauble Detector",840
Awh_sky,1028524593,2025/01/26,33,1061,n,Pro,Purple flame,Void Sheep,Drop Stars,"Epicsauce | BANG! | Tiger Warrior Club | Item of Sentiment | Slingshot | War Rocks | Teddy Bloxpin | Big Flower",826
xxByLILO_hub,1634845307,2024/11/14,33,1061,n,Minigamer,Red flame,Scary Fish,Skeletonize,"Epicsauce | Cake | Hot Chocolate | Item of Sentiment | Tom's Beans | Electric Blue | Magical Umbrella",484
Ereristicsxx,4396336265,2024/12/16,33,1061,n,INSOMNIAC,Black flame,Big Friendly Bee,Drop Coins,"Bauble Detector | Otherworldly Sceptre",076
Miyano_mio,3459450093,2024/12/26,33,1061,n,INSOMNIAC,Sonic Boom,Little Penguin,Disco,"Powerful Paintbrush | Snowball Cannon",724
fantasmells,2485081725,2024/11/05,33,1061,n,,,,Pop,"Dragonshead Cannon | Torch | Pumpkin Gun | Exploding Heart | Green Epicsauce | Chameleon Potion | Soul Lantern",300
AHHAmberAlert,793012293,2025/03/10,33,1061,n,Pro,Red sparkles,Eye,,"Flower Feet | Spinning Robot Helmet | Frost Potion | Red Stratobloxxer | Whoopee Cushion | Sparkler | Drone",826
crrameI,655948476,2024/07/16,33,1061,y,Popular,Golden Rays,,Ascend,"Epicsauce | RedBLOX | Staff of the Woodlands | Clown Bomb | Lightblox Jar | Magic Dragon | Blue Throwing Barrel | Tambourine | Dance Potion | Stop Hitting Yourself | Cymbals | Squid Launcher | Protest Sign: Noobs | Sparkler | Face Off Potion | Frost Potion | Chimp Friend | Ancient Firecracker | Taco | Teddy Bloxpin | Flute | Flower Feet | Magical Umbrella | Disguise Watch | Marshmallow Chirp | Spray Paint | Starblox Latte | Bloxxy Radar",840
YasminnDark,2271334607,2024/07/21,33,1061,n,Legend,Blue sparkles,Bat,Ascend,"Stop Hitting Yourself",076
38palamuto,2249022550,2024/06/19,33,1061,n,Legend,Blue flame,Flying Angel,,"Epicsauce | RedBLOX | Wooden Sword | Drone | Dance Potion | Green Epicsauce | Ink Launcher | Rolling Pin",792
Zheilin,261001883,2024/08/21,33,1061,n,Princess,,Herbert T. Shark,Drop Stars,"Magical Umbrella | Laser Finger Pointers | Teddy Bloxpin | Chocolate Milk | Chimp Friend | Big Flower",124
rosynosypos,2032136032,2024/07/28,33,1061,n,Introvert,Cyan flame,8-bit Frog,Camouflage,"Chocolate Bunny | Haunted Pizza | Disguise Watch | Smore | Item of Sentiment | Big Flower | Compass | Frost Potion | Red Stratobloxxer | Skeleton Foam Finger | Soul Lantern | Bunch of Balloons | Flute | Flower Feet | Magical Umbrella | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Saxophone | Zombie Protest Sign",840
Soracat666,815375369,2024/12/16,33,1061,n,Myth,Lightning Storm,Sabretooth,Drop Stars,"Stop Hitting Yourself | Pirate Juice | Red Stratobloxxer | Green Epicsauce | Marching Drum",124
kate1234544,699701006,2024/08/30,33,1061,n,.,,Twitter Bird,,"Rolling Pin | Wooden Sword | Frost Potion | Item of Sentiment | Spray Paint | Flower Feet | Magical Umbrella | Drone | Teddy Bloxpin | Whoopee Cushion | Misfortune Cookie | Roblox Snowglobe",643
mangaming85,7601111088,2025/03/11,33,1061,n,Myth,Protected,Steampunk Falcon,Metal,"Protest Sign: Save the Noobs | Smashing Drum | Stop Hitting Yourself | Slingshot | Metal Guitar | Flower Crossbow | Tiger Friend | Binoculars",400
Malina111222444,3977767649,2025/01/19,33,1061,n,skulls,Butterflies,Friendly Raccoon,Spaghettificate,"Epicsauce | Tambourine | Pom-Poms | 8-Bit Ninja Stars",643
DenisA080408,731408593,2024/10/24,33,1061,n,Shy,Corrupted Aura,Airborne Bear,,"Spider Flinger | Soul Lantern | Skele-tar | Pest Hammer | Pumpkin Gun",643
Keira50003517,304156193,2025/02/12,33,1061,n,Brave,Red flame,Ninja,Disappear,"Epicsauce | Misfortune Cookie | Snowball | Panda Friend | Pumpkin Bucket | Christmas Cookie | Goblet | Teddy Bloxpin | Santa | Roblox Snowglobe | Pest Hammer | Clown Bomb | Chimp Friend | Hot Chocolate | Ghost Bag | Ice Cream | Cake | Taco | Hot Dog | Spinning Robot Helmet | Pizza | Chocolate Milk | Starblox Latte | Bloxiade",840
The_Sun50900,1913613315,2024/08/27,33,1061,n,shrugface,,Gremlin,,"Epicsauce | Lightblox Jar | Staff of the Woodlands | Monster Mash | Face Off Potion | Disguise Watch",000
9909Queen9909,1667261625,2025/02/14,33,1060,n,Minigamer,Orange flame,Jellyfish,Spaghettificate,"Breath of Fire | Pirate Juice",804
NighttimeCobalt,69688080,2025/03/01,33,1060,n,Fearless,Blue flame,,,"Rolling Pin | Snowball | Torch | Fake C4 | Magical Horseshoe | Compass | Saxophone | Epicsauce",840
irondrw,363622873,2024/05/27,33,1060,n,,,Jumbo Snail,,"Cherry Pie | Protest Sign: Noobs",222
