Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Dahyuwn,1838738744,2025/01/22,143,20441,n,,Shine,,,"Winsome Wizard Wand | Laser Finger Pointers | Baseball Bat | Annoying Elf | Panda Friend | Chicken Gun | Carnagecopia | Bacon Frying Pan | Monster Friend | Hedgehog Friend | iLift Three | Otherworldly Sceptre | Slingshot | Exploding Heart | Epic Popper | Chocolate Milk | Saxophone | Yellow Snowball | Epicsauce | Rainbow Fireworks | Christmas Tree Lights | Dragon Plushie | Roman Candle | Sign: This Is Epic | Pumpkin Bucket | Blueberry Pie | Ham Bone | Flowersplosian | Bundle of TNT | Protest Sign: Egg Hunt Nao | Hand Cannon | Santa | Cowbell | Christmas Tree Launcher | Protest Sign: Noobs | Watermelon | RedBLOX | Staff of Sparks | Green Balloon | Ghost Bag | Bunch of Balloons | Protest Sign: Pro Fake Mustache | Shuriken | Clown Gun | Moneybag | Vine Staff | Selfie Stick | Cursed Mummy Friend | Frisbee | Witches Brew | Meteor Staff | Basketball | Pirate Hook | Fire Extinguisher | Chocolate Bunny | Skeleton Foam Finger | Present Basket | Throwing Barrel | Pizza | Jack Frost | TOMATOES! | Marching Drum | Korblox Deathspeaker's Spell Book | Starblox Latte | Squid Launcher | Skele-tar | Tom's Beans | Bauble Detector | Frost Potion | Beach Ball | Red Foam Finger | Chameleon Potion | Disco Potion | Protest Sign: Touch Grass | Banjo | Torch | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Magic Dragon | Paint Grenade | Helper Cannon | Inflatable Saxophone | Silly Guitar | Helen The Hiphipapotamus | Beast Claws | RAIG Table | Bouquet of Pain Throwing Stars | Mega Mallet | Piggybank | Protest Sign: Eggs are for eating | Marshmallow Chirp | Frosty the Snowfriend | Bloxiade | Slushie | Neon Laser Launcher | Metal Guitar | Red Balloon | The Fiery Sun | Wooden Sword | Confetti Cannon | Shade Potion | Green Epicsauce | Egg Hammer | Soul Lantern | Hot Chocolate | Slush Cannon | Hot Dog | 8-Bit Staff | Jingle Bells | Fortune Telling Eight Ball | Ra'k Guitar | Science Project: Potato | Staff of the Woodlands | Eggstaff | Clown Bomb | Ancient Firecracker | Snowball | Banana Peel | Spider Flinger | Disguise Watch | Throwing Spork | Frying Pan | Apple Pie | Alpaca Plushie | Dance Potion | Compass | Eggshot | The Christmas Creep | Ultra-Flat Spray Paint | Bandit Dog | Egg Locater | Spinning Robot Helmet | Protest: More Gear Nao | Ink Launcher | Sign: This Is NOT Epic | Liberty Torch | Megagavel | Bighead Potion | Lightning Wand | Rolling Pin | Bauble Staff | Bug Net | Skull Gun | Snowball Cannon | Breath of Ice | Cake | A Very Special Monster | Staff of Neverending Frost | Waffle | Goblet | Director's Clapboard | Fake C4 | Seranok's Golden Chalice of Fame | Tambourine | Space Sandwich | Crab Horde | Tennis Racket | Cupcake Launcher | Snowman Gun | Double Cheezburger | 2025 Fireworks | Red Stratobloxxer | Moonwalk Potion | Neon Throwing Stars | Stardust Mooncaster | EPIC Stamper | RoVacuum | Slurpee | Zombie Protest Sign | Whoopee Cushion | Science Project: Volcano | Didgeridoo | Noob Pop | Bloxilicious Bubble Gum | Police Badge | Christmas Cookie | Stop Hitting Yourself | Item of Sentiment | Lightblox Jar | Spray Paint | Bloxxy Radar | Robo Companion | Ice Cream | Yellow Card | Haunted Pizza | Monster Mash | Halloween Sparkler | Flower Feet | Sea Sorcerer Staff | Red Pirate Juice | Foam Finger | Latke | Chimp Friend | Frosted Santa | Taco | AFK Sign | Noise Maker | Sparkler | Magical Umbrella | Shark Launcher | Magical Horseshoe | April Showers | Party Horn | Pumpkin Gun | Dragonshead Cannon | Touchdown Football | Cymbals | Pinata Bat | Earth Horn | Killer Whale Launcher | Face Off Potion | Boxing Glove Launcher | Smore | Cherry Pie | Pool Noodle | Giant Ninja Star | Teddy Bloxpin | Retro Candy | Flower Crossbow | Roblox Snowglobe | Speech Bubble | Winter Snowfall | Snowball Launcher | Drone | Misfortune Cookie | R-80 | Beach Staff | Chick Horde | Flute | Bugle | Big Flower | Epiczza | Pom-Poms | BANG! | Caltrops | Spell Book of Ice Cold Revenge",608
AwesomeDash73,556828796,2024/10/12,143,20337,y,Virtuoso,Orange sparkles,,Gravestone,"Otherworldly Sceptre | Slingshot | Bunch of Balloons | Throwing Barrel | Beach Staff | Metal Detector | Pest Hammer | Protest Sign: Noobs | Marshmallow Chirp",840
SimpIyAfrican,421171012,2024/11/06,143,20324,y,Hallowed,Enlightened,Vampire Bat,Halrog of Prey,"Skull Gun | Fire Extinguisher | AFK Sign | Soul Lantern | Staff of the Woodlands",840
ibringyouasong,1031222404,2025/01/01,142,20288,y,,,,Drop Stars,"Stop Hitting Yourself | Cake | Hot Chocolate | Inflatable Saxophone | Alpaca Plushie | Big Flower | Tennis Racket | Panda Friend | Selfie Stick | Metal Guitar | Moonwalk Potion | Exploding Heart | Whoopee Cushion | Heart Balloon | Clown Gun | Torch | Noob Hot Chocolate | Pest Hammer | Pom-Poms | Staff of the Woodlands",410
getinyourheart,323468588,2024/08/14,142,20238,y,,Love Aura,,Lovely Explosion,"Alpaca Plushie | The Christmas Creep | Monster Friend | Bonk Bat | Skelefriend | Staff of the Woodlands | Stop Hitting Yourself | Double Cheezburger | Love Hurts Ray Gun | Fire Extinguisher | Metal Guitar | The Fiery Sun | Spooky Guitar | Monster Mash | Clown Gun | Cursed Mummy Friend | Rainbow Fireworks",840
Gulo2209,525680235,2024/10/07,142,20223,n,eyesnlips,Light Sprite,,Comic Thwack,"Killer Whale Launcher | Chicken Gun | Noob Pop",276
TaterTct,310983669,2024/05/15,142,20213,y,,,,,"Basketball | Fake C4 | Party Horn | Staff of the Woodlands | Epicsauce | Halloween Sparkler | Tennis Racket | Skeleton Foam Finger | Clown Gun | Megagavel | Stop Hitting Yourself",826
s4rvhh,961009089,2024/08/13,142,20194,y,Delicate,Flare,Sparkles the Flying Unicorn,Drop Stars,"Balloon Sword | Mega Mallet | Clown Gun | Pink Coconut Drink | Disco Potion | Sakura Parasol | Boba Tea | Big Pink Daisy",840
FearsResurrection,237617726,2024/11/15,142,20158,y,,,,Shatter,"Beach Gun | Metal Guitar | Staff of the Woodlands | Skull Gun | Pest Hammer | Pumpkin Gun",840
dobrycharacter,551775659,2025/02/09,142,20126,y,,Big Heads,Pink Possum,Cupid's Arrow,"Baseball Bat | Neon Laser Launcher | Christmas Tree Lights | Kunai | Steampunk Zapper | Carnagecopia | Bacon Frying Pan | iLift Three | Epic Popper | Chocolate Milk | Ice Staff | Starfish | Ham Bone | Chick Horde | Christmas Tree Launcher | Stitch Bunny | Ghost Bag | Bucket | Hand Cannon | Frisbee | Protest Sign: Pro Fake Mustache | Fake C4 | Instant Campfire | Flashbang | TOMATOES! | Korblox Deathspeaker's Spell Book | Powerful Paintbrush | Bauble Detector | Egg Hammer | Bacon Launcher | Slushie | Paint Grenade | Helper Cannon | Big Stick | Pink Coconut Drink | Chocolate Gelt | Metal Guitar | Rolling Pin | The Fiery Sun | Confetti Cannon | Nunchucks | 2019 Fireworks | Soul Lantern | Ticket Launcher | 8-Bit Staff | Jingle Bells | Ra'k Guitar | 2018 Fireworks | Jingle Bell Launcher | 4th of July Fireworks | Balloon Sword | Icicle Cannon | Frying Pan | Alpaca Plushie | Shark Launcher | ROBAR eXtreme Chocolate Crunch | Lightning Wand | Protest: More Gear Nao | Sign: This Is NOT Epic | Ghost Potion | Stop Hitting Yourself | Breath of Ice | Cake | Sea Sorcerer Staff | Director's Clapboard | Atmoblaster 777 | Badblox Hatchling | Crab Horde | Cupcake Launcher | 2025 Fireworks | Festive Plungers | Stardust Mooncaster | RoVacuum | Starfish Shuriken | Poison Picnic | Lucky Harp | Police Badge | Robo Companion | Snowball Cannon | Subspace Debonair Disguise | Metal Detector | Sakura Parasol | Magical Umbrella | Anubis Staff | Party Horn | Science Project: Volcano | Science Project: Potato | Pinata Bat | Killer Whale Launcher | Pool Noodle | Giant Ninja Star | Guitarmy | Retro Candy | Goala Cola | Roblox Snowglobe | Tiger Friend | Ultra-Flat Spray Paint | Spook Launcher | Epiczza | Pom-Poms | Caltrops | Winsome Wizard Wand | NoobTube | Annoying Elf | Frosted Santa | Monster Friend | Roman Candle | Otherworldly Sceptre | Exploding Heart | Saxophone | Yellow Snowball | Breath of Fire | Bongos | Sign: This Is Epic | Flowersplosian | Instant Snowman | Bundle of TNT | Big Flower | Carrot Slingshot | Staff of Sparks | Slush Cannon | Heart Balloon | Pirate Hook | April Showers | Marching Drum | 8-Bit Ninja Stars | Squid Launcher | Beach Ball | Disco Potion | Jack Frost | War Rocks | Megaphone | Pest Hammer | Inflatable Saxophone | Piggybank | Love Hurts Ray Gun | Menacing Mage Energy Ball | Shade Potion | Mega Mallet | Punk Wrist Cuff | Snowman Gun | Present Basket | Boba Tea | Personal Fighter Jets | Discus | Holiday Ham | Touchdown Football | Vine Staff | Crossbow | Christmas Tree Topper | Geolocator | Banana Peel | Spider Flinger | Disguise Watch | Decoy Deploy | Blue Throwing Barrel | Brighteyes's Sparkling Shillelagh | Compass | Fortune Cookie | Limb Stretching Spell | Banjo | Chicken Gun | Super Slash Cat Claws | Liberty Torch | Megagavel | PE Whistle | Egg Beater | Bag O Christmas Tree Seeds | Skull Gun | Hedgehog Friend | Throwing Bolts | Overseer Teddy | Bag O' Noobs | Neon Throwing Stars | Ink Launcher | Boomerang | Chepi the Mushroom Cat | Spell Book of Ice Cold Revenge | Bighead Potion | Pumpkin Gun | Staff of Neverending Frost | Plunger Launcher | Fireworks | The Celebrator | Clown Gun | Beast Claws | Tennis Racket | Beach Gun | Spooky Guitar | Earth's Might Staff | Meteor Staff | Victrola | Summer Fireworks | Hypnocannon | Party Blaster Paint Gun | Fire Breath Potion | Slurpee | Flower Crossbow | Spray Paint | Double Cheezburger | Noob Hot Chocolate | Misfortune Cookie | Bonk Bat | Turkey Leg | Electric Blue | Eggshot | Pumpkin Staff | EPIC Stamper | Microphone | Fluffy Bunny | Bouquet of Pain Throwing Stars | RAIG Table | Lollipop Cat | Dance Grenade | Red Pirate Juice | Ceramic Potion | Berry Sweet Boba | Rat Plague Summoner | Tee Shirt Cannon | Crowbar | AFK Sign | Skeleton Foam Finger | Helen The Hiphipapotamus | Smashing Drum | Pumpkin Bucket | Bandit Dog | Skelefriend | Staff of the Woodlands | Dragonshead Cannon | Roboarm | TypicalToype | Halloween Sparkler | Earth Horn | Sonic Boom Tuba | Korblox Mage Staff | Boxing Glove Launcher | Rock It Guitar | Noob Pop | Shrunken Head | Teddy Bloxpin | Gravity Gun | Speech Bubble | Winter Snowfall | Selfie Stick | Game Studio Executive Briefcase | 4-String Roblocaster | Maraca | Slateskin Potion | Bobo the Picnic Bear | Necromancer Staff | Tiger Warrior Club | Valentine’s Throwing Stars | Rainbow Fireworks",203
