Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
CookiePie1258,1623411835,2024/12/21,43,1876,n,Cute,Bauble Master,Evil Snowman,Explode,"Stop Hitting Yourself | Snowball Cannon | Bauble Detector | Otherworldly Sceptre | Snowman Gun",233
Nursvyv0,1832883116,2025/01/04,43,1875,n,Pro,Watchful Eye,Ninja Frog,Drop Stars,"Epic Popper | Pest Hammer",398
Bala_Humo24,809084792,2024/05/26,43,1875,y,VIP,Orbs,Pinata,,"Blue Throwing Barrel",218
nanimonona,1169958851,2024/07/26,43,1875,n,INSOMNIAC,Steam Ring,,,"",250
Sadbart202,1784224105,2024/11/09,43,1875,y,Nametag,,,Comic Thwack,"Beach Staff | Confetti Cannon",840
bailando15AJ,367096261,2025/01/13,43,1875,n,Dancer,,Fluffy Unicorn,Ghost,"Laser Finger Pointers | Green Epicsauce | Chameleon Potion | Fortune Telling Eight Ball | Drone | Pest Hammer | Cymbals | Lightblox Jar",484
sophyablum803,923789289,2024/11/05,43,1875,n,Naughty,,Korblox Bird,Curse,"Flower Feet | Stop Hitting Yourself | Chick Horde | Otherworldly Sceptre",076
Yulija0123,734501997,2024/10/15,43,1875,n,.,,,,"Stop Hitting Yourself | R-80 | Halloween Sparkler | Epicsauce | Moonwalk Potion",616
youanchoi,1316924226,2025/01/24,43,1875,n,VANQUISHER,Watchful Eye,Lil Obsy,Comic Thwack,"Bloxxy Radar | Otherworldly Sceptre",410
SCRAP_SUZUYA,2053185874,2024/12/02,43,1875,n,Wealthy,,,,"",076
pikachu_games124,288324483,2024/05/02,43,1875,n,Error,Limes,Seagull,,"",840
lilalunalejla,4099789402,2024/08/02,43,1875,n,,,,Ghost,"Foam Finger | Beach Staff | Bloxxy Radar | Smore | Bloxiade | Squid Launcher | Rolling Pin | Ice Cream | Space Sandwich | Noise Maker | Face Off Potion | Sparkler | Watermelon | Slingshot | Shuriken | Marshmallow Chirp | Chocolate Milk | Starblox Latte",203
auevori,322677704,2024/12/31,43,1874,n,,,Hula Dog,,"Snowball Cannon | Confetti Cannon",840
P4PIY,1502320540,2024/08/01,43,1874,n,,,,Avalanche,"Frost Potion | Starfish",840
Aawseomeboss,291129467,2024/05/18,43,1874,n,,Black flame,,Burn,"Protest Sign: Noobs | Fake C4",826
sinishterr,460483050,2025/03/08,43,1874,y,,,,,"",360
katiechocolates,1462183499,2024/09/21,43,1874,n,Awake,Zzzz,Cat,Balloon,"Stop Hitting Yourself | Fortune Telling Eight Ball | Plunger Launcher | Flute | Epic Popper | Chocolate Milk | Megagavel",840
sepaltered,373197051,2024/11/02,43,1874,y,,,,Halrog of Prey,"Megagavel | Stop Hitting Yourself | Chick Horde | Pumpkin Gun | Cursed Mummy Friend | RedBLOX | Spider Flinger | Fake C4 | TOMATOES! | Mega Mallet | Staff of the Woodlands | Metal Guitar | Spook Launcher | Soul Lantern | Sea Sorcerer Staff | Sign: This Is Epic",840
princess_65421,464746630,2024/05/27,43,1874,n,Princess,Hearts,Fluffy Unicorn,,"Egg Locater",840
Alfabeticname,1803244210,2025/03/12,43,1874,n,Messy,Flower Ring,Pink Possum,Shatter,"Alpaca Plushie | Brighteyes's Sparkling Shillelagh | Otherworldly Sceptre | Flower Feet | Noob Hot Chocolate | Pest Hammer | Stop Hitting Yourself | Inflatable Saxophone | Starfish | Bundle of TNT | Chick Horde | Ceramic Potion | Big Flower | Ultra-Flat Spray Paint | Pom-Poms | Flower Crossbow",380
misuryyy,3570687854,2025/03/03,43,1873,n,Disestablishmentarianist,Crow Feathers,Rat,The Claw,"Chick Horde | Snowball Cannon | Green Epicsauce | Yellow Snowball | Big Flower | Egg Hammer | Bauble Detector | 8-Bit Ninja Stars | Pest Hammer | Beast Claws",124
Akolangto_oh,3323194118,2024/05/27,43,1873,n,Demigod,Lightning Storm,Boat Car,Petrify,"Staff of the Woodlands",608
cuenta_demo,1908420823,2025/02/09,43,1873,n,Silly,Strawberries,,Zero Gravity,"Big Flower | Flower Feet | Staff of the Woodlands",214
meowzriw,7331157274,2024/12/27,43,1873,n,,Flurry Tree,Ghost Puppy,The Claw,"Spider Flinger | The Christmas Creep | Spell Book of Ice Cold Revenge | Snowman Gun | Present Basket | Snowball Cannon",368
3JIou_3a9IY,4115677115,2024/10/21,43,1873,n,INSOMNIAC,The Yellow Strange,Epic Pumpkin,Curse,"Soul Lantern | Megagavel",643
OakeyYT,677782990,2024/08/13,43,1873,n,Demigod,Steam Ring,Penguin,,"Stop Hitting Yourself | Winter Snowfall | Frost Potion | Ticket Launcher | Flower Feet | April Showers | Saxophone",608
