Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
ServerMaker2dot0,6197955850,2024/09/30,45,2014,n,,,Lil Obsy,Ascend,"Beach Staff | Speech Bubble | Big Flower | Otherworldly Sceptre | Sign: This Is NOT Epic | Pest Hammer | Protest Sign: Noobs",076
NRB345,1375981794,2024/06/08,45,2014,n,,,,,"Metal Detector | Pest Hammer",840
TheDimePiece,2392083399,2025/03/07,45,2014,n,Princess,,,Burn,"Otherworldly Sceptre | Metal Guitar | Stop Hitting Yourself",840
johanaguerr10,1741616154,2025/02/14,45,2014,n,Fresh,Watermelons,Gremlin,,"Pest Hammer | The Christmas Creep | Ultra-Flat Spray Paint | Snowball | Fortune Telling Eight Ball | Tambourine | Pumpkin Bucket",724
kf4016,495994996,2025/01/12,45,2013,n,Epic,Typical Games Logos,Red Trooper,Spaghettificate,"RedBLOX | Stop Hitting Yourself",360
Esteban_633,1915260043,2024/07/01,45,2013,n,,,,,"",188
acquirenico,2710119606,2025/01/04,45,2013,y,Stranger,Sprinkling Snowflakes,Santa's Sleigh,Halrog of Prey,"Pumpkin Staff | Chicken Gun | Noob Pop | Snowball Cannon | Chimp Friend | Science Project: Potato | The Fiery Sun | Rock It Guitar | Bauble Detector",840
samianerina,181480435,2024/12/20,45,2013,n,Demigod,,,,"Epicsauce | Tom's Beans | Bauble Detector | R-80 | Disguise Watch | Protest Sign: Noobs | Bloxxy Radar | Stop Hitting Yourself | Staff of the Woodlands",032
DES5IRE,2909026502,2025/02/27,45,2013,y,Nametag,Shine,Alpaca,,"RedBLOX | Double Cheezburger | Blueberry Pie | EPIC Stamper | Teddy Bloxpin | Crab Horde | Big Flower | Speech Bubble | Egg Locater | Berry Sweet Boba | R-80 | Valentine’s Throwing Stars | Robo Companion | Bighead Potion | Magical Umbrella | Shark Launcher | Bauble Detector | Pest Hammer | Panda Friend | Science Project: Volcano",840
LoveLukey9,1554956381,2024/10/05,45,2013,n,Epic,Green sparkles,Polar Bear,Disperse,"Stop Hitting Yourself | Slush Cannon | Teddy Bloxpin | Pest Hammer | Sparkler",840
