Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Spade_Jack10,1378117897,2024/11/28,47,2177,y,Lucky,Green flame,,Ragdoll,"Hot Chocolate | Foam Finger | Giant Ninja Star | Otherworldly Sceptre | Sparkler | Magical Umbrella | Basketball | Red Stratobloxxer | Fortune Telling Eight Ball",124
poyo2525,6005582161,2025/03/11,47,2177,n,,,,Lightning,"Dragonshead Cannon | Starfish | Selfie Stick | Otherworldly Sceptre | April Showers | Staff of the Woodlands | Winsome Wizard Wand | Pom-Poms | Pest Hammer",392
mybl00dyval2ntine,126703153,2025/02/14,47,2177,n,Evil,Skulls,,Explode,"Fire Extinguisher | Clown Bomb | Cherry Pie | Teddy Bloxpin | Crab Horde | Protest Sign: Noobs | Cake | BANG! | Spray Paint",840
iiMysticalLea,209094233,2024/12/19,47,2177,n,Princess,,Kawaii Cat,Drop Tokens,"Bauble Detector | Snowball Cannon",840
claimonf7,1354317114,2024/10/24,47,2176,n,Genius,Steam Ring,Sunshine,Separate,"RedBLOX | Foam Finger | Haunted Pizza | Disguise Watch | Christmas Cookie | Skeleton Foam Finger | Eggshot | Pizza | Taco | Megagavel | Noise Maker | Torch | Pirate Juice | Chocolate Milk | Starblox Latte | Bloxxy Radar | Stop Hitting Yourself | Cymbals | Bouquet of Pain Throwing Stars | Sparkler | Magical Umbrella | Cherry Pie | Marshmallow Chirp | Goblet | Bloxiade | Spray Paint | Santa | Metal Guitar | Rolling Pin | Ancient Firecracker | Roblox Snowglobe | Selfie Stick | Red Stratobloxxer | Face Off Potion | Chameleon Potion | Bunch of Balloons | Teddy Bloxpin | Protest Sign: Noobs | Saxophone | Spinning Robot Helmet | BANG! | Whoopee Cushion | Hot Dog | Victrola",643
laxmi302,477610397,2025/01/22,47,2176,n,:-),Floating Flower,8-Bit Tabby Cat,Abduct,"Stop Hitting Yourself | Teddy Bloxpin | Lightblox Jar | Otherworldly Sceptre | Green Epicsauce | Flower Feet | Bugle | Staff of the Woodlands",840
TulipaRacional,377985174,2025/02/15,47,2176,n,Primed,Yellow sparkles,Suspicious Present,Comic Thwack,"Spider Flinger | Frosted Santa | Alpaca Plushie | Double Cheezburger | Saxophone | Rainbow Fireworks | Snowman Gun | Pumpkin Bucket | Starfish | Ham Bone | Staff of Neverending Frost | Otherworldly Sceptre | Bugle | Flute | Earth's Might Staff | Green Epicsauce | Ghost Bag | Cursed Mummy Friend | Selfie Stick | Noob Pop | Robo Companion | Smore | Chimp Friend | Hypnocannon | Electric Blue | Jack Frost | Banjo | Magical Umbrella | Pumpkin Gun | Fortune Telling Eight Ball | Inflatable Saxophone | Boxing Glove Launcher | Basketball | Haunted Pizza | Ticket Launcher | Snowball Launcher",076
ddeadmayhem,412161561,2024/09/18,47,2176,y,Nametag,Hot Headed,Korblox Bird,Lightning,"Laser Finger Pointers | Chicken Gun | Throwing Barrel | Shark Launcher | Squid Launcher | Science Project: Volcano | Stop Hitting Yourself | Inflatable Saxophone | Giant Ninja Star | Killer Whale Launcher | Bighead Potion | Tennis Racket | Science Project: Potato | Spray Paint | Selfie Stick | Nunchucks | Ticket Launcher | Green Epicsauce | Personal Fighter Jets | Christmas Tree Launcher | Ra'k Guitar",840
000ARIEL000,569458644,2024/12/27,47,2176,n,.,Target,Ladybird,Ascend,"Disguise Watch | Alpaca Plushie | Bacon Frying Pan | Double Cheezburger | Bauble Detector | War Rocks | Roman Candle",170
ArloMudgett,509029523,2024/06/16,47,2176,y,,,,Gravestone,"Stop Hitting Yourself | Confetti Cannon | Chameleon Potion | Throwing Barrel | Christmas Tree Launcher | Bloxiade | Starblox Latte | Staff of the Woodlands",840
Sarcastic_Ily,320662591,2024/07/14,47,2176,n,Silent,Global Snowglobe,,,"Halloween Sparkler | April Showers | Fortune Telling Eight Ball | Winter Snowfall | Stop Hitting Yourself",100
Enocxd123,287143429,2024/11/30,47,2176,n,,,,,"RedBLOX",604
AFK0_Alex15,447202112,2024/06/07,47,2175,n,Titled,,Flying Angel,Disco,"Halloween Sparkler | April Showers | Item of Sentiment | Speech Bubble",840
xX1Robocop1Xx,431849452,2025/02/18,47,2175,n,Smitten,Zzzz,,The Claw,"Protest Sign: Noobs | Magical Umbrella | Wooden Sword",826
M4RTH4444,2339812519,2024/06/04,47,2175,n,Crazy,Sandwiches,Cat,,"Pest Hammer",826
vufso,41858862,2024/05/19,47,2175,n,Princess,Hearts,Penguin,,"Stop Hitting Yourself | Laser Finger Pointers | BANG! | Item of Sentiment | Panda Friend",124
mari840,193595713,2024/07/07,47,2175,n,.,Heartbeat,Seal,Terminate,"Disguise Watch | Starfish | Tom's Beans | BANG! | Magical Umbrella",170
pomefiqre,4422030149,2024/08/04,47,2175,y,Suspect,,Hula Dog,Zero Gravity Ragdoll,"Witches Brew | Chimp Friend | Liberty Torch | Cherry Pie | Ultra-Flat Spray Paint | Beach Staff",840
Tippynoseface,3424630038,2024/12/14,47,2175,y,Cute,Muffins,Kawaii Cat,Ascend,"Spider Flinger | Winsome Wizard Wand | Shrunken Head | Limb Stretching Spell | Metal Guitar | Spook Launcher | Soul Lantern",840
