Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Aesthetic_Ninja09,2265911219,2024/08/22,30,922,n,,,,,"Rolling Pin | Stop Hitting Yourself | Fortune Telling Eight Ball | Moonwalk Potion | Beach Staff | Staff of the Woodlands",608
thedanielkid54321,191945884,2025/02/11,30,922,n,Legend,Shapes,Festive Cookie,Top of Tree,"Frosted Santa | Ice Cream | Compass | Snowball Cannon | Otherworldly Sceptre | Bauble Detector | Megagavel | Pest Hammer",840
aexotiq,1264440008,2024/06/10,30,922,n,,,,,"Stop Hitting Yourself | Green Epicsauce | Clown Bomb | Sparkler | Panda Friend | Tambourine | Teddy Bloxpin | Spray Paint | Epicsauce | Bloxxy Radar",124
GoofyKyrss,200316819,2025/01/13,30,922,n,Loser,,,,"",840
nemopug,859183900,2024/10/11,30,922,n,Miner,Purple flame,Turtle,Spaghettificate,"Witches Brew | Misfortune Cookie | Snowball | Fortune Telling Eight Ball | Haunted Pizza | Pumpkin Bucket | Halloween Sparkler | Smore | Christmas Cookie | Teddy Bloxpin | Compass | Santa | Roblox Snowglobe | Monster Friend | Ultra-Flat Spray Paint | Nunchucks | Red Foam Finger | Ghost Bag | A Very Special Monster | Cursed Mummy Friend | Hot Chocolate | Skeleton Foam Finger | Jingle Bells | Monster Mash | Saxophone | Zombie Protest Sign",826
JavixhoRblx,529329271,2024/10/24,30,922,n,,Angry Emojis,Crow,,"Stop Hitting Yourself | Police Badge | Clown Bomb | Moonwalk Potion | Ticket Launcher | Pest Hammer | Roblox Snowglobe",152
bluppaaa,7589462123,2025/01/30,30,922,n,Shy,Purple Slashes,8-Bit Tabby Cat,Drop Tokens,"Dance Potion | Brighteyes's Sparkling Shillelagh | Otherworldly Sceptre | Metal Guitar",124
galira,85422142,2025/03/10,30,922,n,Fighter,,,,"Magical Horseshoe | Flower Feet | Frost Potion | Misfortune Cookie",124
Insomniiiac,3122964500,2025/03/07,30,922,n,Disestablishmentarianist,,,Spaghettificate,"Otherworldly Sceptre | Monster Mash",608
gokcefabulous,2527689584,2024/06/23,30,922,n,Legend,Steam Ring,Bandleader Guinea Pig,Terminate,"Bandit Dog | Starfish | Big Flower",792
what_saz,2630677023,2024/09/28,30,921,n,Unique,Cupcakes,Seal,,"Misfortune Cookie | Hot Chocolate | Clown Bomb | Cherry Pie | Christmas Cookie | Bloxiade | Roblox Snowglobe | Hedgehog Friend | R-80 | Ghost Bag | BANG! | Protest Sign: Eggs are for eating | Bugle | Hot Dog | Smore | Staff of the Woodlands | Chocolate Milk | Cake | Bloxxy Radar",764
lollylellyjolo,532037671,2025/01/01,30,921,n,Alien,Green sparkles,UFO,,"Bauble Detector | Ultra-Flat Spray Paint | Moonwalk Potion | Flower Feet | Retro Candy | Teddy Bloxpin | Spray Paint | Epicsauce",528
qxe3q,2593941351,2025/01/21,30,921,n,,,,Drop Stars,"Bacon Frying Pan",643
creatingyourreality,1828213706,2025/02/16,30,921,n,Kawaii,Rainbow Sparkles,Octavius the Octopus,Cupid's Arrow,"Berry Sweet Boba | Mega Mallet | Bighead Potion",840
ReinoUnicornios,661027234,2024/09/15,30,921,n,,,,Drop Stars,"Cymbals | Misfortune Cookie | Snowball | Foam Finger | Frosty the Snowfriend | Teddy Bloxpin | Compass | Santa | The Christmas Creep | Pizza | Green Epicsauce | Flower Feet | Bloxxy Radar | Protest Sign: Noobs | Lightblox Jar | Chocolate Milk | Starblox Latte | Didgeridoo",032
du13dica,1190063172,2025/01/27,30,921,n,Legend,Watermelons,Blue Sleepy Owl,,"Stop Hitting Yourself | Starblox Latte | Staff of the Woodlands",724
wanderbear1,3808307660,2024/05/31,30,921,n,Missionary,,,,"",840
kaoawesomedevil,478210950,2024/10/13,30,921,n,Princess,Floating Flower,,Brick,"",764
nicBOS2,5062254517,2025/03/04,30,921,n,.,Conscience,,Terminate,"",276
pysvna,657162861,2024/08/22,30,921,n,Princess,,Penguin,Electrocute,"Sparkler | Teddy Bloxpin | Flower Feet | RedBLOX | Lightblox Jar",840
Elisma100sto,2489384140,2024/11/05,30,921,n,Expert,Steam Ring,Bunny Egg,,"Egg Hammer | Egg Locater | Teddy Bloxpin | Starblox Latte | Metal Detector",616
Razalak12,5032343024,2024/08/20,30,921,n,Loser,,Ollie Octopus,Separate,"Bugle | Big Flower | Pest Hammer | Item of Sentiment | Saxophone",862
unicorn55lols,839509518,2024/11/11,30,921,n,Destined,Glitch,Blorb,Bouncy,"Clown Bomb | Icicle Cannon | Bundle of TNT | R-80 | Ink Launcher | Soul Lantern | Lightblox Jar | Torch | 8-Bit Staff | War Rocks",840
whiteetrash,420312431,2024/06/08,30,921,n,Princess,,Tyrannosaurus,Zero Gravity,"Egg Locater | Moonwalk Potion",840
milky_way2509,2236198478,2025/01/11,30,921,n,Princess,Butterflies,Alpaca,Disco,"",643
arcxvx,3771619514,2024/12/29,30,921,n,Psycho,Crimson Array,,Terminate,"Yellow Snowball | Snowball Cannon | Bauble Detector",840
