Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Edm4rtz,221647725,2024/09/28,67,4474,n,,Red Anime Aura,,Gravestone,"Staff of the Woodlands | Science Project: Potato | Ghost Potion | Otherworldly Sceptre",608
SRNL18,292771738,2024/08/17,67,4473,n,,,,,"Plunger Launcher | Stop Hitting Yourself | Megagavel | Staff of the Woodlands",124
Jennylor16,3483187988,2024/04/20,67,4473,n,Suspect,,,,"Stop Hitting Yourself | Dragonshead Cannon | Staff of the Woodlands",840
jezza8622,1807608695,2025/02/09,67,4473,n,,Purple sparkles,,Comic Thwack,"Nunchucks | Stop Hitting Yourself | Pest Hammer | Rainbow Fireworks",826
eepymerc,818559119,2024/08/20,67,4473,y,bearface,Love Aura,Carol the Crab,Lovely Explosion,"Game Studio Executive Briefcase | Steampunk Zapper",268
xbenjaq,3209068517,2024/09/26,67,4473,n,Auspicious,Volleyballs,Overseer Eye,Mined,"Otherworldly Sceptre | Bighead Potion | Ghost Potion",032
CutePuppyDestroy,671663024,2024/12/16,67,4472,n,:-),Epic faces,Threatening Goose,The Claw,"Stop Hitting Yourself | Item of Sentiment | Squid Launcher | Snowball Cannon | Drone | Face Off Potion | Chameleon Potion | Bauble Detector | Dragonshead Cannon | Shuriken | Staff of the Woodlands",840
Dominika103103,558946489,2025/02/08,67,4472,n,.,Aura,Korblox Bird,Abduct,"Stop Hitting Yourself | War Rocks | Panda Friend | Chocolate Milk | Alpaca Plushie | 8-Bit Ninja Stars | Snowball Cannon | Bauble Detector | Ink Launcher | Chameleon Potion | Moneybag | Megagavel | Protest Sign: Noobs | Magical Umbrella | Drone | Slushie",203
lameramaria,886421037,2025/02/20,67,4471,n,.,,Kenny the Koala,Ascend,"Alpaca Plushie",840
Lyciom,221282312,2024/06/12,67,4471,y,.,,,Shatter,"Stop Hitting Yourself | Torch | Teddy Bloxpin | Staff of the Woodlands | Clown Bomb",840
oscar8887878,346069629,2024/12/19,67,4470,n,VANQUISHER,Lightning Storm,Evil Snowman,Bowl Over,"Metal Detector | Stop Hitting Yourself | Carnagecopia | The Midas Glove | Snowball Cannon | Otherworldly Sceptre | Bauble Detector | Spray Paint | Staff of the Woodlands",208
catfaIIs,605047948,2024/05/12,67,4470,n,,Cosmic Trail,,Shatter,"Witches Brew | Basketball | Monster Mash | Eggshot | Frost Potion | Ink Launcher | Giant Ninja Star | Lightblox Jar | Egg Hammer | Jack Frost | Laser Finger Pointers | Shark Launcher | Saxophone | Eggstaff | Epicsauce | Cymbals | Earth Horn | Bug Net | Starfish | Protest Sign: Eggs are for eating | Staff of Neverending Frost | Ultra-Flat Spray Paint | Big Flower | Rolling Pin | Selfie Stick | Red Stratobloxxer | Flute | Protest Sign: Noobs | Slushie | Tiger Warrior Club | Bandit Dog | Didgeridoo",428
91sxd,3429590314,2025/02/05,67,4469,y,bearface,Lich Aura,,Lovely Explosion,"Super Slash Cat Claws | Alpaca Plushie | Stop Hitting Yourself | Pest Hammer | Pumpkin Gun | Mega Mallet | Love Hurts Ray Gun",840
elorobu,889444764,2024/11/16,67,4469,n,Baubillionaire,Corruption,Christmas Goat,The Claw,"Panda Friend | Haunted Pizza | Christmas Tree Lights | Compass | The Christmas Creep | Monster Friend | Throwing Spork | Epic Popper | Saxophone | Yellow Snowball | Epicsauce | Cake | A Very Special Monster | Pumpkin Bucket | Halloween Sparkler | Tambourine | Protest Sign: Egg Hunt Nao | Crab Horde | Santa | Big Flower | Moonwalk Potion | Ghost Bag | Slush Cannon | Clown Gun | Whoopee Cushion | Cursed Mummy Friend | Lightblox Jar | Witches Brew | Bloxilicious Bubble Gum | Basketball | Misfortune Cookie | Fire Extinguisher | Chocolate Bunny | Bundle of TNT | Foam Finger | Ice Cream | TOMATOES! | Marching Drum | Skeleton Foam Finger | Zombie Protest Sign | Spray Paint | Item of Sentiment | Red Pirate Juice | Goblet | Disguise Watch | Pizza | Red Foam Finger | Torch | Metal Detector | Stop Hitting Yourself | Eggstaff | Hot Dog | Pirate Juice | Cherry Pie | Pest Hammer | Starblox Latte | Staff of the Woodlands | Dragonshead Cannon | Face Off Potion | Cymbals | Pinata Bat | Hot Chocolate | Bauble Staff | Smore | Magical Umbrella | Silly Guitar | Protest Sign: Eggs are for eating | April Showers | Frosty the Snowfriend | Bloxiade | Christmas Cookie | Ancient Firecracker | Roblox Snowglobe | Rolling Pin | Winter Snowfall | Wooden Sword | Green Epicsauce | Eggshot | R-80 | Fortune Telling Eight Ball | Bloxxy Radar | Flute | Protest Sign: Noobs | Tom's Beans | Instant Snowman | Jingle Bells | BANG! | Clown Bomb | Fake C4",616
madsv10,474218963,2024/06/16,67,4468,n,8th Seasoneer,,AristoCAT,Shatter,"Mega Mallet | Earth Horn | Vine Staff | Love Hurts Ray Gun | The Celebrator | Soul Lantern | Flute",578
IlikeDonut58,555386180,2025/01/08,67,4468,y,Pro,North Star,Evil Duck,Explode,"Stop Hitting Yourself | Snowball Cannon | Otherworldly Sceptre | Moneybag | Halloween Sparkler | R-80 | Necromancer Staff | Item of Sentiment | Dragonshead Cannon | Staff of the Woodlands",410
popylum,529068735,2024/10/25,67,4468,n,,Corrupted Aura,Bat,Zero Gravity,"RedBLOX | Spider Flinger | Tambourine | Big Flower | Ticket Launcher | Stop Hitting Yourself | Soul Lantern | Skelefriend | Pest Hammer | Epic Popper",036
MauveYetiExpedition,3459339759,2025/01/12,67,4467,y,11th Seasoneer,Purple Lightning Storm,Halrog,Halrog of Prey,"Staff of Neverending Frost | Snowball Cannon | Hot Chocolate | Winter Snowfall | Spell Book of Ice Cold Revenge",840
huggingtightly,263027002,2024/11/10,67,4466,y,,,Wild Bunny,Balloon,"Panda Friend | Alpaca Plushie | Mega Mallet | Magical Umbrella | Staff of the Woodlands",246
ZonesOfOrigin,3344587146,2025/01/16,67,4466,y,Primed,Yellow sparkles,Little Kangaroo,Confetti Explosion,"NoobTube | Otherworldly Sceptre | Megagavel | Shade Potion | Bighead Potion | Beehive | Chameleon Potion | Bloxxy Radar | Staff of the Woodlands | Mega Mallet",826
