Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
xav20466078537212654,1670483757,2024/11/26,76,5758,y,,,Mummy Beast,Bird of Prey,"Super Slash Cat Claws | Kittypult | Balloon Sword | Lollipop Cat",620
fantasticviews,308089094,2024/06/10,76,5758,n,,,,,"Starfish | TOMATOES! | Clown Gun | Chimp Friend | Confetti Cannon",840
Alexa_Dula102,643762185,2025/03/11,76,5756,n,Free,Sparks,Festive Moose,Lightning,"Otherworldly Sceptre | Heart Balloon | Powerful Paintbrush | Blue Throwing Barrel | Liberty Torch | Megagavel | Spooky Guitar | Protest Sign: Egg Hunt Nao | Touchdown Football | Snowball Cannon | Metal Detector | Magical Umbrella | Staff of the Woodlands | Party Horn | Dragonshead Cannon | Earth Horn | Meteor Staff | Flower Crossbow | Jack Frost | Chick Horde",608
V01D_5TAR,110671696,2024/12/19,76,5753,n,Wealthy,Dark Sprite,Eye,Comic Thwack,"Snowball | Chocolate Bunny | Frying Pan | Item of Sentiment | Eggshot | Otherworldly Sceptre | Epic Popper | Party Horn | Staff of the Woodlands | Shrunken Head | Pinata Bat | Hot Chocolate | Waffle | Starfish | Goblet | Bundle of TNT | Retro Candy | The Celebrator | Double Cheezburger | Red Pirate Juice | Ultra-Flat Spray Paint | Heart Balloon | R-80 | Sign: This Is Epic | Bunch of Balloons | Ticket Launcher | Halloween Sparkler | Teddy Bloxpin | Spray Paint | Ancient Firecracker | Lightblox Jar",826
17xySxra,1428274824,2024/09/26,76,5752,n,Simpleton,Fairy Wings,Stick Friend,The Claw,"Squid Launcher | Otherworldly Sceptre | Metal Guitar | The Fiery Sun | Game Studio Executive Briefcase | Shark Launcher | Clown Gun",724
R4INDR0PPS,956439119,2025/01/01,76,5751,n,Claus,North Star,Gingerbread Man,Drop Stars,"TOMATOES! | Snowball Cannon | Otherworldly Sceptre | Stop Hitting Yourself | Present Basket | Soul Lantern | Dragonshead Cannon | Bauble Detector | Chicken Gun",840
NatkaLoczek,945282903,2024/12/09,76,5750,n,Freaky,Glitch,Stick Friend,Ascend,"Winsome Wizard Wand | Spider Flinger | Super Slash Cat Claws | The Midas Glove | Item of Sentiment | Bacon Frying Pan | Egg Locater | Ink Launcher | Sign: This Is NOT Epic | Megagavel | Ghost Potion | Exploding Heart | Saxophone | Yellow Snowball | Breath of Ice | Pumpkin Bucket | Sign: This Is Epic | Tambourine | Bundle of TNT | Crab Horde | Big Flower | Protest: More Gear Nao | Caltrops | Panda Friend | RoVacuum | Atmoblaster 777 | Spinning Robot Helmet | Bloxilicious Bubble Gum | Protest Sign: Pro Fake Mustache | Shark Launcher | Zombie Protest Sign | RedBLOX | EPIC Stamper | Shade Potion | Pirate Hook | Magical Umbrella | Roblox Snowglobe | AFK Sign | Pirate Juice | Pizza | War Rocks | Electric Blue | Helen The Hiphipapotamus | Banjo | Protest Sign: Save the Noobs | Smashing Drum | Pumpkin Gun | Roboarm | Boxing Glove Launcher | Skele-tar | Fortune Telling Eight Ball | Big Stick | Bacon Launcher | Beast Claws | Pool Noodle | Jack Frost | Starfish | Ceramic Potion | Speech Bubble | R-80 | Green Epicsauce | Mega Mallet | Roman Candle | Ticket Launcher | Basketball | Seranok's Golden Chalice of Fame | Personal Fighter Jets | Pom-Poms",616
NokoYuu,1115060355,2024/09/24,76,5749,n,Silly,Wisps,Rudolph the Reindeer,Abduct,"Stop Hitting Yourself | Earth Horn | Carnagecopia | Staff of the Woodlands | Pumpkin Gun | Metal Detector | Otherworldly Sceptre | Ghost Potion | Shade Potion",704
davidgamer15685,527386814,2025/02/08,76,5747,n,,,,Drop Coins,"Ticket Launcher | Staff of the Woodlands",458
bbizarre,147469764,2025/02/17,76,5746,n,,,,Curse,"Otherworldly Sceptre",840
