Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Sxweetiepie,2540515787,2025/02/13,50,2540,n,,,,Drop Coins,"Spider Flinger | Frying Pan | Apple Pie | Compass | Carnagecopia | Bacon Frying Pan | Otherworldly Sceptre | Ink Launcher | Flower Feet | Chocolate Milk | Saxophone | Epicsauce | Cake | Waffle | Clown Bomb | Director's Clapboard | Ham Bone | Goblet | Space Sandwich | Big Flower | Tennis Racket | Lightblox Jar | Witches Brew | Bloxilicious Bubble Gum | Basketball | Fake C4 | Foam Finger | EPIC Stamper | Ice Cream | Squid Launcher | Tom's Beans | Pizza | Chameleon Potion | Metal Detector | Slushie | Protest Sign: Save the Noobs | Pirate Juice | Chimp Friend | Pest Hammer | Starblox Latte | Bloxxy Radar | Tiger Warrior Club | Magical Umbrella | Cymbals | Hot Dog | Police Badge | Fortune Telling Eight Ball | Taco | Watermelon | Stop Hitting Yourself | Smore | Marshmallow Chirp | Giant Ninja Star | Bloxiade | Teddy Bloxpin | Ancient Firecracker | Latke | Rolling Pin | Red Balloon | R-80 | Torch | Shade Potion | Face Off Potion | Pumpkin Gun | Soul Lantern | Ticket Launcher | Protest Sign: Noobs | Starfish | Personal Fighter Jets | Throwing Bolts | BANG! | Ra'k Guitar | RedBLOX",840
garciaap14,3529566543,2024/07/31,50,2540,n,Imbecile,Butterflies,Gremlin,Curse,"Noise Maker",630
tiaa734,44259470,2025/02/17,50,2539,y,Evil,Cats,Round Cat,Eggify,"Drone | Otherworldly Sceptre | Egg Hammer | Spray Paint | Bloxxy Radar | Egg Locater",840
XBuzzyFriendlyX,186247032,2024/04/20,50,2539,n,Friendly,Light Sprite,Orange Balloon Animal,Ghost,"Stop Hitting Yourself | Staff of the Woodlands",840
2AHS1,1618404162,2024/06/09,50,2539,n,,,,,"",840
amandagamingsej,204492107,2025/02/21,50,2539,n,Entitled,,Rainbow Phoenix,Spaghettificate,"Pumpkin Bucket | Tambourine | Teddy Bloxpin | Bauble Detector | Red Stratobloxxer | Protest Sign: Noobs | BANG! | Pest Hammer | Zombie Protest Sign",208
Vampsxa,2865574359,2024/06/29,50,2539,n,Imbecile,,Spectral Spider,Big Bunny,"Alpaca Plushie | Item of Sentiment | Otherworldly Sceptre | Ghost Bag | Pest Hammer",840
berryfunch07,1867827006,2025/02/15,50,2539,n,Friendly,Doodle Hearts,Snowy Owl,Explode,"Brighteyes's Sparkling Shillelagh | R-80 | Party Horn | Epic Popper",764
huyin555,549095204,2025/02/07,50,2539,n,.,Zzzz,Ghost Puppy,Disperse,"Fake C4 | Teddy Bloxpin | Big Flower | Alpaca Plushie | Stop Hitting Yourself",764
Militalindaboni,1050427093,2025/02/20,50,2539,n,Princess,Valentine's Crush,Pink Possum,Cupid's Arrow,"Chicken Gun",604
