Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
JayyScissorhands,86201793,2024/10/27,115,13253,y,,,,Flatten,"Staff of the Woodlands | Mega Mallet | Soul Lantern | Sakura Parasol | Clown Gun",124
SimplySnowbelle,2365745514,2024/05/04,115,13245,y,Snowflake,White Divergent,Merry Snowflake,Comic Thwack,"",840
selfsophic,2505822414,2024/12/21,115,13242,y,Notable,Lucky Roll,Mini Watsxn,Bowl Over,"Bauble Detector | Snowball Cannon | Sakura Parasol | Banana Peel | Bag O Christmas Tree Seeds | Megaphone | Bag O' Noobs | PE Whistle",276
slapthigh,1040446705,2024/11/07,115,13240,y,Claus,,Rudolph the Reindeer,Sleigh of Prey,"Annoying Elf | Spider Flinger | Alpaca Plushie | Sign: This Is NOT Epic | Liberty Torch | Megagavel | Stop Hitting Yourself | Sign: This Is Epic | Ham Bone | Staff of Neverending Frost | Crab Horde | Chick Horde | Slush Cannon | Throwing Barrel | Spell Book of Ice Cold Revenge | Flashbang | Roman Candle | Neon Throwing Stars | Red Pirate Juice | Frost Potion | Mega Mallet | AFK Sign | Spook Launcher | Egg Hammer | Selfie Stick | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Vine Staff | Staff of the Woodlands | Science Project: Potato | Science Project: Volcano | RAIG Table | Big Stick | Skele-tar | Double Cheezburger | Pool Noodle | Pumpkin Gun | Ceramic Potion | Speech Bubble | The Fiery Sun | Wooden Sword | Drone | Shade Potion | The Celebrator | Soul Lantern | Ticket Launcher | Snowman Gun | Korblox Deathspeaker's Spell Book | Pom-Poms | Ra'k Guitar | Caltrops",840
6nwan,194418462,2025/02/13,115,13230,y,,,,Abduct,"Heart Balloon",124
RukuGin,3996177627,2024/09/20,115,13229,n,shrugface,,Epic Egg,,"Beach Staff | Otherworldly Sceptre | Egg Hammer | Torch | Big Flower",702
DurMajesty,13248614,2025/03/12,115,13226,n,3rd Seasoneer,,,Abduct,"Laser Finger Pointers | April Showers | Bauble Detector | Clown Gun | Item of Sentiment",124
kimthyr,289513996,2025/03/01,115,13224,n,,,Chonky Seal,Lovely Explosion,"Annoying Elf | Super Slash Cat Claws | Binoculars | Chocolate Milk | Bongos | Heart Balloon | TOMATOES! | Pink Coconut Drink | Metal Guitar | Banana Peel | Egg Hammer | The Christmas Creep | Plunger Launcher | Protest Sign: Noobs | Bandit Dog | Boba Tea | Chepi the Mushroom Cat | Cake | Seranok's Golden Chalice of Fame | Maraca | Berry Sweet Boba | Tee Shirt Cannon | Zombie Protest Sign | Smashing Drum | Party Horn | Staff of the Woodlands | April Showers | Gravity Gun | Helen The Hiphipapotamus | Mega Mallet | Instant Campfire",704
ixciivy,329031277,2024/04/04,115,13221,y,Sleepy,,Gremlin,,"Megagavel | Boba Tea | Egg Hammer | The Fiery Sun | Sakura Parasol | Big Pink Daisy",840
ABotaiban,362694280,2025/01/20,115,13215,n,,,,Terminate,"Carnagecopia | Snowball Cannon | Bauble Detector | Confetti Cannon | Torch | Megagavel | Clown Gun | Ghost Potion | Pumpkin Gun",414
