Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
couleurZen,824513261,2025/01/08,34,1137,y,VIP,Golden Rays,Brilliant Crown,Bouncy,"Dragonshead Cannon | Protest Sign: Noobs | Bauble Detector | Bonk Bat | Green Epicsauce | Saxophone | Stop Hitting Yourself",250
nicky_vinaa,2995277419,2024/09/01,34,1137,n,,,Bat,,"",458
Saranghe_Taehyungk,1081561968,2024/06/03,34,1137,n,Evil,Atomizer,Gremlin,,"Rolling Pin | Flower Feet | Torch | Whoopee Cushion | Pest Hammer | Staff of the Woodlands",360
skatvr,45751593,2024/04/24,34,1137,y,.,Purple sparkles,,Balloon,"The Celebrator | Pest Hammer | Egg Locater | Otherworldly Sceptre",840
KitsuneRoll,544845401,2024/11/23,34,1137,n,Tricky,Flame Ring,Ninja Frog,Explode,"Epicsauce | Tennis Racket | Otherworldly Sceptre | Pest Hammer | Pumpkin Gun",840
moonillium,1982987403,2024/07/28,34,1137,n,Prince,Hot Headed,8-Bit Tabby Cat,Terminate,"Monster Mash | Squid Launcher | Megagavel | Pest Hammer | Starfish | Rainbow Fireworks | Dragonshead Cannon | Menacing Mage Energy Ball | Christmas Tree Launcher | Giant Ninja Star | Selfie Stick | Tennis Racket",840
abcabcabcabcabcaab,5510424745,2024/10/26,34,1137,n,,,,Curse,"Spider Flinger | Teddy Bloxpin | Skeleton Foam Finger | Fortune Telling Eight Ball | Bandit Dog | Soul Lantern | Magical Umbrella | Shrunken Head | Chocolate Milk",840
galaxyunicorn_sana6,1496147754,2024/06/09,34,1137,n,Disestablishmentarianist,Hearts,Bunny Egg,Disco,"Torch | Flower Feet",826
cndrlea,4879349996,2025/02/22,34,1137,n,Girly,Hearts,Kawaii Cat,Drop Tokens,"Bongos | Alpaca Plushie | Bighead Potion | Pom-Poms",360
kittyplayspaw,906288312,2024/06/12,34,1137,y,INSOMNIAC,Stars,Brilliant Crown,Ghost,"Pinata Bat | AFK Sign | Noob Pop | Smore | Epic Popper | Teddy Bloxpin | Chocolate Milk | Goblet",840
skat228c,1408726143,2025/03/11,34,1137,n,Error,White Divergent,Crow,Lightning,"Flower Crossbow | Otherworldly Sceptre",804
chris1003z,565393075,2024/11/07,34,1137,n,,,,,"Otherworldly Sceptre",840
Casua11PJ,4326623934,2024/12/30,34,1137,n,,Purple flame,Ice Dragon,The Claw,"Bauble Detector | Protest Sign: Noobs | Snowball Cannon",840
BlueDxppz,1779900092,2025/01/05,34,1137,n,INSOMNIAC,Lightning Storm,Festive Cookie,Drop Stars,"Epicsauce | Fortune Telling Eight Ball | Chameleon Potion | Pumpkin Bucket | Flute | Pirate Juice | Bloxiade | Moonwalk Potion | Santa | Staff of the Woodlands",840
hive1109,2624581702,2024/12/25,34,1137,n,Princess,Illuminati,,,"Epicsauce | Bauble Detector | R-80 | Green Epicsauce | Crab Horde | Saxophone",124
3Andra3,960091824,2025/02/10,34,1137,n,Zombie,,,Drop Stars,"Alpaca Plushie | Spray Paint | Zombie Protest Sign",642
RobloxPiggyEspen,1887913597,2024/12/15,34,1137,n,Myth,Green sparkles,Cheezburger,Drop Stars,"Bauble Detector | Panda Friend | Bugle | Tambourine | Bloxiade | Witches Brew | Starblox Latte | Foam Finger",578
zuzbrz72,1530220894,2025/02/09,34,1137,n,,!!!!!!!,,Disappear,"Basketball",826
flameNinja1200,1140433318,2025/01/18,34,1137,n,,,,Burn,"RedBLOX | Giant Ninja Star | Otherworldly Sceptre",710
KayoHinazukiii,509190285,2025/02/24,34,1137,n,Player,Musical Notes,Blobby Fish,,"Bloxilicious Bubble Gum | Bouquet of Pain Throwing Stars | Big Flower | Tennis Racket | Pest Hammer | BANG!",840
milkylayyy,529075663,2024/08/17,34,1136,n,Fairy,,Snowman,Disperse,"Witches Brew | Bloxilicious Bubble Gum | Basketball | Chocolate Bunny | Ice Cream | Tambourine | Teddy Bloxpin | Santa | Winter Snowfall | Frost Potion | Red Stratobloxxer | Face Off Potion | Ghost Bag | Protest Sign: Noobs | Hot Dog | Spinning Robot Helmet | Tiger Warrior Club | Whoopee Cushion | Starblox Latte | Fortune Telling Eight Ball",608
woolyunikorm216,1736481395,2025/02/12,34,1136,n,Simpleton,Yellow Ringed,8-Bit Tabby Cat,Lightning,"Epicsauce | Cymbals | Double Cheezburger | Panda Friend | Teddy Bloxpin | Tiger Friend | Tom's Beans | Tambourine | War Rocks | Alpaca Plushie | Bacon Frying Pan",440
Andrewoto2850,1273401445,2024/08/01,34,1136,n,9th Seasoneer,Green flame,Ninja Frog,Separate,"Alpaca Plushie",643
