Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
mIsSvIkToRiA_7659,2833896860,2024/05/19,36,1308,y,Princess,Hearts,,Avalanche,"Speech Bubble | Sign: This Is Epic | Egg Hammer | Stop Hitting Yourself | Teddy Bloxpin | Bighead Potion | Starblox Latte | Christmas Tree Launcher",826
XxMidintShadowGirlxX,1560612754,2025/02/11,36,1308,n,,,,Ascend,"Otherworldly Sceptre",752
ShurostOKsik,6061468184,2024/12/22,36,1308,n,Bri'ish,Global Snowglobe,Fox,Ascend,"Winter Snowfall | Snowball Cannon | Bauble Detector",643
Emmper,109005536,2024/12/08,36,1308,n,Atomic,Floating Flower,Cheezburger,Brick,"Shark Launcher | Chimp Friend",840
Ziffled,205396757,2024/08/05,36,1308,y,Nemesis,,,Abduct,"Skull Gun | Basketball | Drone | Red Stratobloxxer | Disguise Watch | Protest Sign: Touch Grass | Teddy Bloxpin | Ultra-Flat Spray Paint",840
ST0NEVINES,2692462011,2024/06/22,36,1308,n,barcode,Zzzz,Skeleton Cat,,"Epicsauce | Panda Friend | Starfish | Space Sandwich | Item of Sentiment | The Christmas Creep | Tennis Racket | Tom's Beans | Confetti Cannon | Chimp Friend | Eggshot | Tiger Warrior Club | Protest Sign: Noobs | Flute | Epiczza | Pom-Poms | Teddy Bloxpin",840
pineapplepuppypup,198507502,2024/05/20,36,1308,n,Boss,Satellites,Walrus,Bouncy,"",840
Daisy84687,1043207001,2024/06/14,36,1308,n,Demigod,Zzzz,,,"Disguise Watch | Flower Feet",250
Alinahka17,1473523932,2025/02/24,36,1307,n,,,Jumbo Snail,Skeletonize,"Starfish",643
gamebuilder985,548604435,2024/07/07,36,1307,n,Talented,Swords,Ninja,Ragdoll,"Stop Hitting Yourself | Wooden Sword | Pizza | Fortune Telling Eight Ball | Taco | Clown Bomb | Slingshot | Torch | Foam Finger | Staff of the Woodlands",840
starvoxz,1622263063,2025/02/12,36,1307,n,Crackerjack,Target,Bear,Shatter,"Double Cheezburger | Nunchucks | Slushie",840
OMilkieO,1032809716,2024/09/07,36,1307,n,Adorable,Blue flame,Fluffy Unicorn,Ragdoll,"Red Balloon | Otherworldly Sceptre | Pest Hammer",840
ppom2021,2291001994,2024/08/18,36,1307,y,Cute,Yellow flame,,Skeletonize,"Stop Hitting Yourself | Dance Potion | Silly Guitar",410
Mario121226,610425122,2024/12/24,36,1307,y,VIP,Blue sparkles,Brilliant Crown,Spaghettificate,"Fake C4 | Clown Bomb | Ultra-Flat Spray Paint | Flower Feet | Blue Throwing Barrel | Giant Ninja Star | Bonk Bat | Slingshot | Bloxxy Radar",840
madisonnnn2,274945344,2025/01/25,36,1307,n,Myth,Butterflies,Jellyfish,Freeze,"Pest Hammer | Dragonshead Cannon",840
Yur1cho,911931203,2024/08/03,36,1307,n,,,,,"Dance Potion",840
R03lN,606439397,2025/01/04,36,1307,n,Legend,Hearts,Rat,,"Cymbals | Saxophone | Ancient Firecracker | Chameleon Potion | Disguise Watch",840
DJPATATESTV,1323071052,2025/03/05,36,1307,n,Eggsterminator,Green sparkles,,Drop Stars,"RedBLOX | Eggstaff | Foam Finger | Bouquet of Pain Throwing Stars | Protest Sign: Eggs are for eating | Christmas Cookie | Tambourine | Bloxiade | Goblet | Chocolate Bunny | Roblox Snowglobe | Rolling Pin | Chocolate Milk | Teddy Bloxpin | Ultra-Flat Spray Paint | Snowball | R-80 | Taco | Flute | Watermelon | Marshmallow Chirp | Hot Dog | Pirate Juice | Face Off Potion | BANG! | Starblox Latte | Lightblox Jar",792
grey_hippo,3019655472,2024/06/06,36,1307,n,Demigod,Easter Aura,Threatening Goose,,"Vine Staff",804
mads07k,1505876562,2024/11/05,36,1307,n,bearface,Black flame,Bat,Ghost,"Stop Hitting Yourself | Flower Feet | Skele-tar | Cherry Pie | Giant Ninja Star | Carnagecopia | Otherworldly Sceptre | Soul Lantern | Pest Hammer",826
