Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
VVhosH3NR1,988621578,2024/11/16,37,1402,y,Awake,Vivid Stars,Dazzling Heart,Flatten,"Lollipop Cat | Carnagecopia | Cursed Mummy Friend | Pumpkin Gun | Teddy Bloxpin | Big Flower | Mega Mallet | Bugle",840
0nlyy_A1exis,434690047,2024/05/20,37,1402,n,Demigod,,Red Soul,Spaghettificate,"Teddy Bloxpin | Otherworldly Sceptre | Pest Hammer",840
Darrian091,1214903455,2024/07/28,37,1402,n,,,,Ghost,"Fortune Telling Eight Ball",840
Mike_nike84,4727174075,2024/12/21,37,1402,n,Claus,,Little Penguin,Top of Tree,"Stop Hitting Yourself | Bauble Detector | Snowball Cannon",608
superfuertevk,1540358997,2024/08/04,37,1402,n,,,,Abduct,"Flower Feet | Goblet | Staff of Sparks | R-80 | Face Off Potion | Staff of the Woodlands",724
Tripasasada,2225387868,2024/10/22,37,1402,n,Zombie,Corrupted Aura,Epic Pumpkin,Abduct,"Spider Flinger | Otherworldly Sceptre | Soul Lantern",484
julis489,449505394,2025/01/12,37,1402,n,Princess,Purple flame,Ladybird,Shark Attack,"Stop Hitting Yourself | Protest Sign: Noobs",170
coldbleech,1631360093,2024/09/22,37,1402,n,Fighter,Watermelons,,Terminate,"Alpaca Plushie | Otherworldly Sceptre | Green Epicsauce | Watermelon | Pest Hammer | Ra'k Guitar | Rainbow Fireworks",840
vaingrl,2449724556,2024/05/20,37,1402,n,Sweetheart,,,Abduct,"Lucky Harp | RedBLOX | Cymbals | Eggstaff | Panda Friend | Dragonshead Cannon | Stop Hitting Yourself | Skull Gun | Fortune Telling Eight Ball | Staff of the Woodlands",528
USEROITT,2327591489,2024/09/28,37,1402,n,,,,Camouflage,"RedBLOX | Fortune Telling Eight Ball | Taco | Starfish | Saxophone | Protest Sign: Save the Noobs | Goblet | Latke | Pest Hammer | Slushie",578
sallynguyen2009,103606572,2024/12/15,37,1402,n,,,,,"Drone | Green Epicsauce | Protest Sign: Noobs | Magical Umbrella | Slush Cannon",840
SpellbindingRage,1016485883,2024/10/26,37,1402,n,Demigod,,,Shark Attack,"Egg Locater | Inflatable Saxophone | R-80 | Slushie | Didgeridoo",840
natachablum,337905796,2024/11/01,37,1402,n,Princess,,Cat,Ragdoll,"Laser Finger Pointers | Chicken Gun | Pumpkin Gun | Giant Ninja Star | Big Flower | Soul Lantern | Frost Potion | Tambourine | Flower Feet | Exploding Heart | Magical Umbrella | Pest Hammer | Selfie Stick | Rainbow Fireworks",032
ayy8k,1202829075,2024/04/28,37,1401,n,,Roses,,Disco,"Foam Finger | Lightblox Jar | Compass | Hot Dog | Goblet | Teddy Bloxpin | Chocolate Milk | Starblox Latte | Bloxxy Radar",840
546yttrt,828244563,2025/03/10,37,1401,n,Imbecile,Pink Stars,,Lightning,"Bighead Potion | Noob Hot Chocolate | Earth Horn | Flower Crossbow | Helen The Hiphipapotamus | Party Blaster Paint Gun",616
Grootfan8,1098340592,2025/02/08,37,1401,n,,,,Disco,"Frisbee | RedBLOX | Bauble Detector | Frost Potion | Roboarm | Snowball Cannon | Slush Cannon | Bunch of Balloons",826
Taiyoge,2239083158,2024/09/21,37,1401,n,Noble,,,,"BANG! | Teddy Bloxpin | Staff of the Woodlands",604
bloodmoneyusage,407685660,2024/04/19,37,1401,n,Artist,Lemons,,,"Stop Hitting Yourself | Egg Locater | Fake C4 | Fortune Telling Eight Ball | Flower Feet | Epicsauce | Teddy Bloxpin | Chocolate Milk | Heart Balloon | Staff of the Woodlands",124
xbrooklynn_stylesx,412213556,2024/11/28,37,1401,n,Princess,Roses,Turtle,,"Cymbals | Drone | Red Stratobloxxer | Flower Feet | Tambourine | Spray Paint | Starblox Latte | Goblet",840
mcb_ss,1202295315,2025/02/23,37,1401,n,>:(,Cats,Blobby Fish,Shark Attack,"",840
emorduI,71203834,2024/11/02,37,1401,n,Tireless,Radiation,,,"Wooden Sword | Soul Lantern | A Very Special Monster | Staff of the Woodlands",784
NaTaY527906,1873310499,2024/10/29,37,1401,n,Expert,Vampiric Epic faces,Bat,Terminate,"Disguise Watch | Otherworldly Sceptre | Pirate Juice | Chick Horde | Christmas Tree Launcher | Moonwalk Potion | Soul Lantern | Red Stratobloxxer",804
Thebestpotato122,1702488109,2024/08/14,37,1401,n,,,Skeleton Cat,,"Christmas Tree Launcher | Ink Launcher | Metal Guitar | Silly Guitar | Chimp Friend | Staff of the Woodlands | Big Flower | Santa",840
brapcel,972579432,2024/10/17,37,1401,y,Nametag,Black flame,Scorpion,Vanish,"Epicsauce | Sea Sorcerer Staff | Throwing Bolts | Robo Companion | Love Hurts Ray Gun | Beach Staff | Rock It Guitar | Monster Mash | Powerful Paintbrush | Menacing Mage Energy Ball | Dragonshead Cannon | Bandit Dog | Egg Locater | Selfie Stick | Pizza | Nunchucks | Megagavel | Flute | Otherworldly Sceptre | Ra'k Guitar | Rainbow Fireworks | Saxophone",840
Shirley_cat,1861648952,2024/06/09,37,1401,n,,,,,"Bacon Frying Pan | Otherworldly Sceptre | Torch | Pest Hammer | Staff of the Woodlands",528
lazytoasttx_official,2355624739,2025/03/11,37,1401,n,Silent,Butterflies,,The Claw,"Atmoblaster 777 | Bauble Detector | Pest Hammer",840
mah_6384,2213170988,2024/11/16,37,1401,n,shrugface,,8-bit Frog,Ragdoll,"Stop Hitting Yourself | Spider Flinger | Shark Launcher | Metal Guitar | Ink Launcher | Epicsauce | Pirate Juice | Spray Paint | Pest Hammer | Pumpkin Gun",076
watermelowmajo26,1037949046,2024/09/12,37,1401,n,:-),,,Avalanche,"Stop Hitting Yourself | Misfortune Cookie | Snowball | Smore | Christmas Cookie | Teddy Bloxpin | Item of Sentiment | The Christmas Creep | Red Pirate Juice | Wooden Sword | Latke | Sparkler | Magical Umbrella | Flower Feet | Jingle Bells | Whoopee Cushion | Epicsauce | Hot Chocolate",484
TomboyCeceRocks23,90628071,2025/01/21,37,1401,n,Atomic,,,,"Cymbals | Sparkler | Torch | Confetti Cannon | Bloxiade | Fortune Telling Eight Ball | Wooden Sword | Staff of the Woodlands",840
rxzwty,1185265693,2024/07/09,37,1401,n,Expert,Blackholes,,Zero Gravity,"Stop Hitting Yourself | Exploding Heart | Chimp Friend",840
Dozhdekrilaya,1254412010,2024/08/01,37,1401,n,,,,Spaghettificate,"Drone | Protest Sign: Save the Noobs | Staff of the Woodlands | R-80 | Pom-Poms",804
AlexSuperCampingGuy,1076181595,2024/04/06,37,1401,n,Natural,Protected,Chick Magnet,Eggify,"Science Project: Potato | Eggstaff | Staff of Neverending Frost | Protest Sign: Egg Hunt Nao | Christmas Tree Launcher | Flower Crossbow | Eggshot | Festive Plungers | Egg Hammer | The Celebrator",703
DOSSMASS,4121347376,2025/02/13,37,1401,n,Creative,Tinsel Ring,,Ragdoll,"RedBLOX | Protest Sign: Pro Fake Mustache | Annoying Elf | Item of Sentiment | Bacon Frying Pan | Brighteyes's Sparkling Shillelagh | Chimp Friend | Ink Launcher | Sparkler | Bacon Launcher | Noob Hot Chocolate | Bloxxy Radar | Cymbals | Hot Chocolate | Didgeridoo | Valentine’s Throwing Stars | Double Cheezburger | Cherry Pie | Helen The Hiphipapotamus | Giant Ninja Star | Teddy Bloxpin | Big Flower | Roblox Snowglobe | Christmas Tree Launcher | Bongos | Selfie Stick | Slush Cannon | Green Balloon | Flute | Pirate Juice | Otherworldly Sceptre | Jingle Bells | Korblox Mage Staff | Frisbee",643
NiceKyleMoore,202302375,2024/06/08,37,1401,y,Demigod,,Doge,,"Stop Hitting Yourself | Drone | Clown Bomb | Cherry Pie | Blue Throwing Barrel | Marching Drum | Noise Maker | Starblox Latte | Didgeridoo",840
amyadaflo,649331822,2024/12/15,37,1401,n,Artist,,Baby Lamb,Spaghettificate,"Witches Brew | Foam Finger | Disguise Watch | Super Slash Cat Claws | Item of Sentiment | Squid Launcher | Snowball Cannon | Egg Locater | Otherworldly Sceptre | Hypnocannon | Torch | Pest Hammer | Starblox Latte | Bloxxy Radar | Fortune Telling Eight Ball | Cherry Pie | Tambourine | Bloxiade | Bauble Detector | Roblox Snowglobe | Christmas Tree Launcher | Teddy Bloxpin | Bauble Staff | Green Balloon | Red Stratobloxxer | Face Off Potion | Ticket Launcher | Soul Lantern | Flute | Slush Cannon | RoVacuum | Big Flower | Chimp Friend | R-80 | Frosted Santa | Caltrops",840
Snofoxbr,2800300665,2024/09/01,37,1400,n,,,,,"Monster Mash | Item of Sentiment | Staff of the Woodlands",076
DanilWasTaken,529727312,2025/01/02,37,1400,n,Atomic,The Yellow Strange,,Disco,"Snowball Cannon | Otherworldly Sceptre",276
kaymiauw,439233449,2025/02/21,37,1400,n,Lovely,Doodle Hearts,Bambu the Red Panda,Curse,"Panda Friend | The Christmas Creep | Staff of Neverending Frost | Stardust Mooncaster | Cursed Mummy Friend | Snowball Cannon | Bauble Detector | Megaphone | Hot Chocolate | Double Cheezburger | Speech Bubble | Spook Launcher | Noob Pop",740
FireDragon0507,1425798373,2025/01/26,37,1400,n,,,,,"Moneybag",410
loligelars1,374561011,2024/07/05,37,1400,n,Cute,Purple sparkles,Fluffy Unicorn,Shark Attack,"Foam Finger | Pest Hammer | Panda Friend",056
MaryMassacre,4379359058,2025/03/10,37,1400,y,,,,The Claw,"Princess Mischief's Wand | April Showers | Earth Horn | Staff of the Woodlands | Dragonshead Cannon | Clown Gun | Stop Hitting Yourself",840
